_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,extra_people,guests_included,address_street,country,host_neighbourhood,host_name,host_response_rate,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,availability_30,availability_60,availability_90,availability_365,weekly_price,monthly_price
31057997,Studio downtown montreal,Apartment,Entire home/apt,Real Bed,3,1125,flexible,,,2,0.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hot water']",60.00,,0.00,1,"Montréal, Québec, Canada",Canada,Gay Village,Iba,57.0,,,,,,,,30,60,90,180,,
31058753,"Apt moderno, completo e bem localizado.",Apartment,Entire home/apt,Real Bed,3,60,moderate,2019-01-01 05:00:00,2019-01-01 05:00:00,4,2.0,2.0,1,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Window guards', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",261.00,0.00,50.00,3,"Laranjeiras, Rio de Janeiro, Brazil",Brazil,Laranjeiras,Gisele,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,15,36,66,341,,
31059672,"Perfect Location, Apt Close to Tamarama and Bondi",Apartment,Entire home/apt,Real Bed,3,10,strict_14_with_grace_period,2019-01-28 05:00:00,2019-02-02 05:00:00,2,1.0,1.0,2,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Hot water', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials']",139.00,0.00,50.00,2,"Waverley, NSW, Australia",Australia,Waverly,Rafael,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,10,10,10,10,,
31063824,Yakut Hotel,Boutique hotel,Private room,Real Bed,1,1125,flexible,,,6,1.0,4.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Heating', 'Suitable for events', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Private entrance']",359.00,,0.00,1,"Sultanahmet, İstanbul, Turkey",Turkey,Sultanahmet,Mehmet,100.0,,,,,,,,30,60,90,365,,
31065702,"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916",House,Entire home/apt,Real Bed,1,1125,flexible,2019-01-13 05:00:00,2019-01-13 05:00:00,1,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",196.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,,萌,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
31080472,Waikiki Private Close to Everything,Condominium,Private room,Real Bed,5,1125,flexible,2019-01-18 05:00:00,2019-02-02 05:00:00,3,1.0,1.0,2,1.0,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Patio or balcony', 'Well-lit path to entrance', 'Step-free access']",85.00,200.00,20.00,1,"Honolulu, HI, United States",United States,,Lei & Maree,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
31081663,Matosinhos Beach Apartment,Apartment,Entire home/apt,Real Bed,2,170,strict_14_with_grace_period,,,6,3.0,3.0,0,2.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Long term stays allowed']",60.00,300.00,10.00,4,"Matosinhos, Porto, Portugal",Portugal,,Nelson,100.0,,,,,,,,29,59,89,169,,
31083177,Residence/ 4 kişilik küçük tatlı bir ev :),House,Entire home/apt,Real Bed,1,1125,flexible,,,4,1.0,2.0,0,1.0,"['TV', 'Smoking allowed', 'Pets allowed', 'Gym', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Host greets you']",111.00,,0.00,1,"İstanbul , İstanbul, Turkey",Turkey,,Şule,60.0,,,,,,,,0,0,0,0,,
31085894,"Central suite near Taksim, istiklal",Boutique hotel,Private room,Real Bed,3,1125,flexible,,,2,1.0,1.0,0,1.0,"['Wifi', 'Smoking allowed', 'Essentials']",475.00,,0.00,1,"Beyoğlu, İstanbul, Turkey",Turkey,,Setareh,100.0,,,,,,,,30,60,90,90,,
31086693,friends gathering apartment,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-01-28 05:00:00,2019-02-09 05:00:00,4,1.0,3.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance']",981.00,0.00,50.00,4,"Hong Kong, 九龍, Hong Kong",Hong Kong,Tsim Sha Tsui,Neko,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,8,38,68,343,,
31088238,Super convenient entire apartment near Sydney CBD!,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-01-31 05:00:00,2019-02-15 05:00:00,4,1.0,3.0,3,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Host greets you']",151.00,200.00,0.00,1,"Ultimo, NSW, Australia",Australia,Ultimo,Yali,100.0,9.0,10.0,10.0,10.0,9.0,9.0,87.0,0,0,0,0,,
31089327,Homely unit in a handy location,Apartment,Entire home/apt,Real Bed,1,7,flexible,,,2,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace']",151.00,,0.00,1,"Dulwich Hill, NSW, Australia",Australia,Dulwich Hill,Hamid Reza,67.0,,,,,,,,0,0,0,0,,
31095245,Dorm 3baths SohoEast......,Apartment,Shared room,Real Bed,3,1125,strict_14_with_grace_period,2019-01-01 05:00:00,2019-01-25 05:00:00,12,1.0,12.0,2,3.0,"['Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hair dryer', 'Hot water']",251.00,1000.00,250.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Quarry Bay,Chile,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
31099467,"FLAT EM  FRENTE  À  PRAIA DA BARRA, RJ  - BRASIL",Serviced apartment,Entire home/apt,Real Bed,2,12,moderate,2019-01-02 05:00:00,2019-01-02 05:00:00,3,1.0,2.0,1,1.0,"['TV', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Gym', 'Elevator', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Luggage dropoff allowed', 'Beachfront']",459.00,400.00,0.00,1,"Barra da Tijuca, Rio de Janeiro, Brazil",Brazil,Barra da Tijuca,Celmo Ferreira,60.0,2.0,2.0,10.0,2.0,10.0,2.0,40.0,26,56,86,176,,
31101349,Excelente apartamento con perfecta ubicación..,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2018-12-31 05:00:00,2019-02-25 05:00:00,2,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Long term stays allowed']",30.00,100.00,25.00,3,"Barcelona, CT, Spain",Spain,La Nova Esquerra de l'Eixample,Amaury,100.0,9.0,9.0,10.0,10.0,10.0,9.0,87.0,7,8,16,16,,
31110464,#S4銅鑼灣百德大廈D座公寓式住宅,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,,,2,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",447.00,,0.00,1,"Hong Kong, Hong Kong",Hong Kong,Causeway Bay,Yumi,100.0,,,,,,,,29,59,89,364,,
31117363,Apto ótimo ponto Copacabana! Aconchegante e lindo!,Apartment,Entire home/apt,Real Bed,1,10,moderate,,,5,1.0,3.0,0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Ethernet connection', 'Long term stays allowed', 'Host greets you']",201.00,400.00,50.00,4,"Copacabana, Rio de Janeiro, Brazil",Brazil,Copacabana,Tânia,100.0,,,,,,,,21,51,81,356,,
31119279,Porto Downtown Apartment V,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-01-20 05:00:00,2019-01-29 05:00:00,4,1.0,1.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Self check-in', 'Keypad', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Paid parking on premises']",28.00,87.00,0.00,1,"Porto, Porto, Portugal",Portugal,,Porto Downtown Apartments,100.0,10.0,9.0,8.0,10.0,9.0,9.0,87.0,10,40,70,345,,
31121699,Apartamento em Copacabana,Apartment,Entire home/apt,Real Bed,2,7,flexible,,,7,3.0,4.0,0,1.5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Essentials', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",1201.00,,0.00,1,"Copacabana, Rio de Janeiro, Brazil",Brazil,,Ana,75.0,,,,,,,,20,50,80,355,,
31123905,"Chateau Tijucano (amplo, iluminado e tranquilo)",Apartment,Entire home/apt,Real Bed,1,35,flexible,2019-01-02 05:00:00,2019-01-20 05:00:00,5,2.0,4.0,3,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Washer', 'Essentials', 'Hangers', 'Private entrance', 'Host greets you']",201.00,,0.00,1,"Tijuca, Rio de Janeiro, Brazil",Brazil,Maracanã,Edilberto,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,27,27,27,221,,
31125186,Cozy house 10 min from SAW airport w/ King Bed,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-01-27 05:00:00,2019-01-30 05:00:00,3,2.0,2.0,2,1.0,"['TV', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",79.00,,0.00,1,"Tuzla, İstanbul, Turkey",Turkey,,Mert,100.0,9.0,4.0,8.0,9.0,9.0,6.0,70.0,22,52,82,260,,
31125291,Old City Cozy Room with Private bathroom in Balat,Boutique hotel,Private room,Real Bed,2,1125,strict_14_with_grace_period,,,2,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Smoking allowed', 'Breakfast', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",237.00,,0.00,1,"Fatih, İstanbul, Turkey",Turkey,Fatih,Yalçın,0.0,,,,,,,,30,60,90,365,,
31134257,"原始森林渡假屋:4号独立房间,双人床,写字桌,舒适自然环境｡",Villa,Private room,Real Bed,1,1125,flexible,2019-01-01 05:00:00,2019-01-01 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Babysitter recommendations', 'Hot water', 'Ethernet connection', 'Microwave', 'Garden or backyard', 'Host greets you']",60.00,,30.00,2,"Sydney , Sydney Australia, Australia",Australia,,Hong,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,29,59,89,180,,
31135824,Camões Executive Flat (w/ Air conditioning),Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2019-01-25 05:00:00,2019-02-14 05:00:00,4,1.0,2.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Room-darkening shades', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Paid parking on premises']",45.00,150.00,15.00,2,"Porto, Porto, Portugal",Portugal,,Lurdes E Jorge,100.0,10.0,10.0,9.0,9.0,9.0,9.0,87.0,11,32,43,197,,
3113661,Room/private bathroom near Maracanã,Apartment,Private room,Real Bed,2,30,moderate,2016-08-12 04:00:00,2018-03-19 04:00:00,3,1.0,1.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'Luggage dropoff allowed']",127.00,,70.00,2,"Rio, Rio de Janeiro, Brazil",Brazil,Tijuca,Carlos,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,5,35,65,340,1004.00,3514.00
3114202,"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE",Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2015-02-18 05:00:00,2019-01-05 05:00:00,4,1.0,3.0,10,1.5,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Pets allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49']",257.00,800.00,0.00,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Flamengo,Catarina,50.0,10.0,9.0,10.0,10.0,10.0,10.0,96.0,25,55,85,85,,
31144314,Bright 1BR in Griffintown Floor #4 by Sonder,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,,,4,1.0,2.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed']",76.00,400.00,7.00,2,"Montréal, QC, Canada",Canada,,Sonder Montreal,97.0,,,,,,,,0,10,31,239,,
31144321,Desirable 1BR in Griffintown Floor #3 by Sonder,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-01 05:00:00,2019-02-01 05:00:00,4,1.0,2.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",76.00,400.00,7.00,2,"Montréal, QC, Canada",Canada,,Sonder Montreal,97.0,10.0,10.0,10.0,10.0,8.0,8.0,100.0,9,29,57,264,,
31149060,Chic 1BR in Griffintown Floor #2 by Sonder,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,,,4,1.0,2.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed']",81.00,400.00,7.00,2,"Montréal, QC, Canada",Canada,,Sonder Montreal,97.0,,,,,,,,0,6,36,244,,
31156767,Family Room - Idylle Hotel,Boutique hotel,Private room,Real Bed,1,1125,flexible,,,3,1.0,,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Free street parking', 'Hot tub', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Hair dryer', 'Laptop friendly workspace', 'Baby bath', 'Changing table', 'Window guards', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Step-free access', 'Bathtub with bath chair', 'Step-free access', 'Waterfront', 'Bidet', 'Roll-in shower']",891.00,,0.00,3,"İstanbul, Istanbul, Turkey",Turkey,,Cemil,,,,,,,,,29,59,89,364,,
31164170,Entire 1 bedroom apt. in Town Mount-Royal,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-01-16 05:00:00,2019-02-21 05:00:00,3,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",50.00,0.00,10.00,2,"Mont-Royal, Québec, Canada",Canada,Mont-Royal,Robert,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,4,6,17,38,,
31167868,"Taksim, Beyoğlu, Turkey Deluxe Room Sq. 3 Min.Walk",Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-01-14 05:00:00,2019-01-14 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Host greets you']",111.00,,0.00,1,"Beyoğlu, İstanbul, Turkey",Turkey,Taksim,Baris,98.0,10.0,10.0,10.0,10.0,8.0,10.0,100.0,29,54,81,356,,
31173511,"Enchanting Oasis, nestled in Downtown Montreal",Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-01-02 05:00:00,2019-03-05 05:00:00,4,1.0,1.0,31,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad']",350.00,140.00,25.00,4,"Montréal, Québec, Canada",Canada,Downtown Montreal,Phil,100.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0,12,39,69,182,,
31176187,Quiet 2 bedrooms condo near LaSalle metro station.,Condominium,Entire home/apt,Real Bed,14,31,moderate,2019-01-19 05:00:00,2019-01-19 05:00:00,4,2.0,2.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",55.00,250.00,0.00,1,"Montréal, Québec, Canada",Canada,Verdun,Philippe,100.0,10.0,6.0,8.0,10.0,10.0,10.0,80.0,0,0,0,0,,
31180534,"Cozy room at Hollywood Road, Sheung Wan.",Bed and breakfast,Private room,Real Bed,1,22,flexible,,,2,1.0,1.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace']",298.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Sheung Wan,Ana,80.0,,,,,,,,0,0,0,100,,
31186053,Belinha Apartments - Lapa Studio,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-01-02 05:00:00,2019-01-02 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance']",60.00,0.00,0.00,1,"Porto, Porto, Portugal",Portugal,,Isabel,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,18,46,65,202,,
31191629,8br DUPLEX in Plateau Mont Royal!,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,,,16,8.0,10.0,0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",199.00,1000.00,40.00,12,"Montréal, Québec, Canada",Canada,Le Plateau,Aj,100.0,,,,,,,,27,57,87,360,,
31197980,Luxury 2 bedroom apartment infront of the beach,Apartment,Entire home/apt,Real Bed,32,1125,flexible,,,5,2.0,2.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",72.00,,0.00,1,"Barcelona, Catalunya, Spain",Spain,Diagonal Mar - La Mar Bella,Mo,100.0,,,,,,,,30,54,54,54,,
31200584,ZT Homes Economic Suite,Serviced apartment,Entire home/apt,Real Bed,3,1125,flexible,,,3,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Cooking basics']",174.00,0.00,0.00,1,"Şişli, İstanbul, Turkey",Turkey,Taksim,Tijen,100.0,,,,,,,,27,57,87,362,,
31205337,"Metrobuse,ulasima yakin lüks daire",House,Entire home/apt,Real Bed,1,1125,flexible,,,5,2.0,2.0,0,1.0,"['TV', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",142.00,,0.00,1,"Beykoz, İstanbul, Turkey",Turkey,,Fatma,100.0,,,,,,,,27,57,87,177,,
31205947,DA'Home - Boavista Beautiful Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-01-15 05:00:00,2019-02-12 05:00:00,3,1.0,1.0,5,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Crib', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Cleaning before checkout', 'Full kitchen']",55.00,0.00,5.00,2,"Porto, Porto, Portugal",Portugal,,DaHome,100.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,26,42,66,333,,
3120723,Charming Private Studio in LES,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2014-06-23 04:00:00,2015-06-19 04:00:00,2,0.0,1.0,6,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials']",160.00,,0.00,1,"New York, NY, United States",United States,Lower East Side,Julia,,9.0,6.0,9.0,9.0,10.0,8.0,80.0,0,0,0,0,1000.00,3600.00
